,logFC,AveExpr,t,P.Value,adj.P.Val,B
KRT81,7.07416627458703,9.82316403974828,71.7194076491115,5.32210443012247e-10,3.90535245738964e-07,13.7660481792907
SLPI,7.66267553312917,10.5860086611618,71.1962393542153,5.55984539865152e-10,3.90535245738964e-07,13.7331579559165
LCN2,8.7676374335912,10.6404271966613,70.3982873386125,5.94675792967199e-10,3.91314978899979e-07,13.6821925375993
ZNF750,5.30015159307092,7.1117031377758,69.9890115231514,6.15736142432157e-10,3.91314978899979e-07,13.6556702472654
KLK5,7.56717356050436,10.6517202095174,67.8803148559504,7.39082650144355e-10,4.48354411310298e-07,13.5147759342353
ERBB3,5.75311105547772,7.64399794263879,66.7400909173058,8.17714473504703e-10,4.74487711451903e-07,13.4355150867893
TMPRSS11E ,6.90996376653018,8.4921750113908,64.2838442508439,1.02279345352116e-09,5.68758392945557e-07,13.2569853214563
TACSTD1,7.52971286259505,8.88286420428497,62.9623542447991,1.15776213676416e-09,5.98556312151984e-07,13.1562959323864
NCF2,5.2867669330445,7.4297538575503,62.8868921243614,1.16607703551263e-09,5.98556312151984e-07,13.1504441077718
MAP7,4.47390466148198,7.65640353758724,61.5788896605173,1.32189315907269e-09,6.53406892629043e-07,13.0472082063207
SERPINB2,7.46494008161172,8.98587582632362,60.8182266037061,1.42365825522556e-09,6.78576538365728e-07,12.9855646866383
GPRC5A,6.49186130287956,9.51414559860601,57.9696559835071,1.89540246506686e-09,8.72277286164907e-07,12.7436212590051
TRIM29,4.23969852896102,10.7727349108323,57.4473888586678,2.00055023788941e-09,8.8997811582907e-07,12.6972708670545
S100A14,7.68679821672577,10.2024177754221,56.5578975418625,2.19572573432759e-09,9.45295343559226e-07,12.6168380875647
ATAD4,5.66105215607204,8.24645057703324,55.1359833310563,2.55588487663598e-09,1.06596373636199e-06,12.4842236703505
CD24,8.26531087481377,10.7278543956212,54.7629506873992,2.66150462403243e-09,1.07637699128293e-06,12.4485838605501
SPINT1,5.44610483904982,8.70815366464342,54.4104297010744,2.76602584561747e-09,1.0857464981062e-06,12.4145709950656
ITGB6,5.05886397423088,8.02521207581808,54.1072305741154,2.85977113920478e-09,1.0904715892522e-06,12.385055044281
PCOLCE,-5.62072071794641,7.20276175124444,-53.3834560381699,3.09894887573681e-09,1.11662978321137e-06,12.3136010547881
C1orf116,6.40734927642869,8.18563244017385,53.2761476086356,3.13636311648331e-09,1.11662978321137e-06,12.3028859942584
LYPD3,6.19950369716257,8.97974812080861,52.943945610645,3.25557582591769e-09,1.11662978321137e-06,12.2695134870955
IGSF3,4.21911770853471,8.95420526380261,52.7232734780656,3.33769052772549e-09,1.11662978321137e-06,12.2471756279427
PRRX1,-4.30526855607881,6.12726780432339,-52.6994217037613,3.34670997515772e-09,1.11662978321137e-06,12.2447530376872
SPINT2,4.38712942146536,10.1981394982627,52.098229186848,3.58372689216638e-09,1.12478246397698e-06,12.1831595059849
CEACAM6,5.56332686139166,8.35437413287498,51.9391102428886,3.64970113399487e-09,1.12478246397698e-06,12.1666846830594
FGFR3,4.72778137792652,8.0170204113974,51.8924610329985,3.66931089487339e-09,1.12478246397698e-06,12.1618408835679
SCNN1A,4.73630387707438,9.25416646101078,51.6380010564272,3.77846722210655e-09,1.12478246397698e-06,12.1353080039703
KRT6A ,4.98657447958142,12.7782459169521,51.6058252218303,3.79253790491263e-09,1.12478246397698e-06,12.1319395523973
CDH3,5.17565658026748,9.77979479062637,51.0289957146147,4.05546799852169e-09,1.15199522827449e-06,12.0710345867973
GJB3,4.36701998744262,9.96620144543301,51.0259133236631,4.05692909702542e-09,1.15199522827449e-06,12.0707064773562
C6orf15,4.33728372989805,7.69986226705207,50.6112440124195,4.25921108608842e-09,1.16503485364264e-06,12.0263060481886
CTSL2,8.05599235124278,11.4493015854379,50.5750094923423,4.27743951959308e-09,1.16503485364264e-06,12.0224015619488
ELF3,5.18906132142824,7.53969935804409,49.9553572360351,4.60371157767344e-09,1.18858854587046e-06,11.9550073938511
VGLL1,6.43987497710837,8.3323342297331,49.6647157265664,4.76670136306706e-09,1.18858854587046e-06,11.9229863549681
DSC2,6.44976085517358,9.89130975339395,49.573636520281,4.81915709075651e-09,1.18858854587046e-06,11.9128971788952
MAPK13,4.28021469546166,8.54210299973002,49.5016132819157,4.86111518884300e-09,1.18858854587046e-06,11.9049003284377
KCTD12,-3.59785956323736,9.97682908417998,-49.2383529098987,5.01815102192506e-09,1.18858854587046e-06,11.8755297877458
INPP4B,4.21334229859636,10.0760901507476,49.1407092418287,5.07789554783941e-09,1.18858854587046e-06,11.8645798625818
LSR,5.42974469373867,8.23433921179887,49.0065270451418,5.16135615913421e-09,1.18858854587046e-06,11.8494823828166
IL18,5.88733348756537,7.99731142890521,48.8678461599659,5.24930221860873e-09,1.18858854587046e-06,11.8338175367087
ATP12A,5.24935893979066,8.21809708212296,48.7473214156689,5.32715734205407e-09,1.18858854587046e-06,11.8201527508515
TGFA,5.39751570752187,8.5954041285403,48.7054259983365,5.35453548710949e-09,1.18858854587046e-06,11.8153916501739
EVA1,4.96904084289691,8.56540408546429,48.6139206971306,5.41490610817737e-09,1.18858854587046e-06,11.8049727675884
SERPINB7,6.85758126324155,9.95995529323625,48.5872796323347,5.43263159733989e-09,1.18858854587046e-06,11.8019342247304
KCNK1,4.34800404865326,9.27530492570079,48.0746386593391,5.78726771520893e-09,1.229220928828e-06,11.7430075275802
SPOCK1,-4.11592005020488,9.10408019517801,-48.0533680859439,5.80255646007522e-09,1.229220928828e-06,11.7405435980359
SCEL,5.94932288267599,8.28205745583015,47.8837595405905,5.92616777555342e-09,1.23579117394587e-06,11.7208420860279
HERC6,3.4585037023505,7.83060941729462,47.4235938879004,6.27732731565201e-09,1.2859992998638e-06,11.6668978164934
IL1RN,6.45463108737411,8.43970192899996,47.3200508912817,6.3596548622067e-09,1.2859992998638e-06,11.6546596061531
EPS8L1,4.66762801260313,8.60775002097328,46.8420571945128,6.75643146598525e-09,1.32837694336836e-06,11.5976800113734
CRABP2,3.36359846100415,9.73146576303628,46.8282761021669,6.76829253327201e-09,1.32837694336836e-06,11.5960253449754
IL1A,4.99170340201043,8.5222654605533,46.368732506911,7.17808890457768e-09,1.37362916837695e-06,11.5404626163665
TNFSF10,3.4840353613797,7.67179739580637,46.339945984593,7.20470866075126e-09,1.37362916837695e-06,11.5369569422868
SPP1,-4.19772740769923,6.66549420411212,-46.1642149749024,7.36973328047597e-09,1.37931417470318e-06,11.515491244895
ST14,5.59951526463398,8.45388004552674,46.0534282410852,7.4760374761002e-09,1.37931417470318e-06,11.5019010121118
MMP10,5.13515872486692,7.63289189173776,45.8470720426378,7.67885291319752e-09,1.37931417470318e-06,11.4764678160768
CRCT1,5.28794910811958,7.36321634118027,45.7895418400982,7.73653579808576e-09,1.37931417470318e-06,11.4693494252588
CA2,6.9787161188931,8.65813086023801,45.7749184300295,7.75127851811318e-09,1.37931417470318e-06,11.4675380821015
CKMT1B ,5.31171434815186,8.26571560849633,45.3678949322329,8.17508727861476e-09,1.4355883528999e-06,11.4168035294527
C19orf21,3.80940598793291,8.36157524421906,44.8465635921314,8.75805108440093e-09,1.49823865336195e-06,11.3509115007381
ZBED2,5.07438605419062,7.33083842641113,44.7773753951995,8.83900983334875e-09,1.49823865336195e-06,11.3420888332509
APOE,-3.42486326284268,9.02649044910821,-44.7522387881373,8.86863881429595e-09,1.49823865336195e-06,11.3388789330256
CALML5,4.92590656116971,7.48747764232366,43.9010420289292,9.9439052364186e-09,1.64550048895273e-06,11.2287294772318
CENTD1,3.69026479422998,7.59522156598248,43.8692477222987,9.98692788889336e-09,1.64550048895273e-06,11.2245597155147
AGR2,3.38248769744282,8.38174260189233,43.3047551911236,1.07881613322959e-08,1.74087410176729e-06,11.1498492951203
IRF6,4.26278877068768,10.0943400930163,43.2788762408138,1.0826655960339e-08,1.74087410176729e-06,11.1463931551448
EFNA3,3.25591498747224,8.96327857392954,42.5487292898651,1.19817955677259e-08,1.90367909103417e-06,11.0477374078643
OCLN ,5.05754039500456,7.82868243327923,42.050853857331,1.2852170682327e-08,2.01794199913337e-06,10.9791743138091
BAMBI,5.0375931083007,8.7728120766231,41.7509923533217,1.34119577687394e-08,2.06883274371842e-06,10.9373631375772
BSPRY,3.38812184585107,6.86951923874346,41.6629129925159,1.35817576926874e-08,2.06883274371842e-06,10.9250069799635
PRRG4,4.9018580152265,7.72241356295744,41.6323119253264,1.3641336838545e-08,2.06883274371842e-06,10.9207061263227
CDS1,4.12320463934604,8.57960072074758,41.3991690208968,1.41054082117034e-08,2.11517728082465e-06,10.8878026415141
KRT18,2.96670345005884,12.6104050905063,41.2004203881098,1.45156136571085e-08,2.152504220753e-06,10.8595617346357
FGFBP1,6.05321803907486,8.87256479539431,40.7320754843365,1.55385494729761e-08,2.27887342050923e-06,10.7923062873033
ITGB8,3.87464157529831,6.94642046396079,40.6489952009943,1.57286737724649e-08,2.28168348007953e-06,10.7802709431662
TCN1,3.87899790196995,7.14199001768712,40.528397905321,1.60095050904697e-08,2.29745005309041e-06,10.7627439496027
COL17A1,4.26093652568236,7.9134836948716,40.3553093682096,1.6422861944333e-08,2.33169697350072e-06,10.7374699428361
C16orf30,-3.53932365490774,5.79812383397844,-40.2606496431518,1.66541839516064e-08,2.33964988440146e-06,10.7235886460651
IFI27,5.28699667611733,8.3189151938554,39.9073638233171,1.75517510482923e-08,2.4400590571928e-06,10.6714075117241
CELSR2,3.22577031947247,7.48232371701284,39.6888564990682,1.81351447494454e-08,2.49517156521751e-06,10.638835230804
GDPD3,3.32151737435616,7.47201056118131,39.574666012115,1.84490107354895e-08,2.51245405383513e-06,10.6217214996899
SLC5A1,5.84838972563884,8.29168387466143,39.3335331045576,1.91328564489453e-08,2.57926365825883e-06,10.5853742704034
MREG,2.87437504047507,8.64852999421583,38.250559926063,2.2593237416697e-08,2.99280712882415e-06,10.4185586403931
ZNF185,2.81088471161979,8.86053304562699,38.2347270971055,2.26489974532624e-08,2.99280712882415e-06,10.416075532527
KLHL4,-2.79533648168581,5.42189129236006,-37.6492324249426,2.48283977109938e-08,3.23906314651586e-06,10.3233292567745
CXADR,5.12012685116717,8.17440845227914,37.606199436079,2.49980146928768e-08,3.23906314651586e-06,10.3164409960346
TPD52,3.75271677355764,9.49439711704151,37.4122538461673,2.577943910083e-08,3.30819609845844e-06,10.2852730138608
FBXO2,3.52031596962208,7.79531968111482,36.9134373303676,2.79237353278021e-08,3.54923973033188e-06,10.2041726860989
KRT17,2.93754189312865,13.6990479243611,36.6952968724135,2.89264337604783e-08,3.64200174497493e-06,10.1682750639092
RAB38,2.69010690143587,11.0746387295419,36.462861431036,3.00413937336117e-08,3.74703215671759e-06,10.1297316374698
SPINK1,4.47185908349612,7.47673615576843,36.329562182159,3.07034148761526e-08,3.7941460642327e-06,10.1074894493904
LAMB3,3.97866839778565,10.7172004612274,36.2082559214113,3.13207078202486e-08,3.83491895934897e-06,10.0871602779347
MALL,3.24583219336259,10.3236947466929,36.1514422601909,3.16147882004885e-08,3.83573603021563e-06,10.077610102967
SYK,2.65164659039365,6.70168234155215,36.0801639586141,3.19883089996515e-08,3.84608983702116e-06,10.0656021700206
CLDN7,4.33748556596269,9.53068659291371,35.6404440505626,3.44098245717922e-08,4.10029927442088e-06,9.99087080356775
EML1,-3.28743369725514,6.0807053988475,-35.5667456151194,3.48362917769361e-08,4.1143818588937e-06,9.97823437756533
SLC2A1,2.93749161446661,10.2776181081112,35.478068095142,3.53576376403516e-08,4.13932484165029e-06,9.96298684956404
S100A7,7.97355413122472,9.52355633905566,35.2584165380889,3.66886800712965e-08,4.25780108027411e-06,9.92501666091325
SERPINF1,-4.8353595670633,9.86063524446526,-34.9358784053905,3.87506446832802e-08,4.43244368845092e-06,9.86873212214935
NMU,2.5834720226181,8.03788496820018,34.919670486222,3.8857778476604e-08,4.43244368845092e-06,9.8658869907596
KRT23,4.09686353239227,7.05994642171272,34.6665033564075,4.05768966219657e-08,4.58931578234538e-06,9.82123565665276
DAAM1,3.01710186853545,8.59006887551232,34.5953751911255,4.10757489752485e-08,4.60669702372829e-06,9.80861908458131
TUFT1,3.39175692359469,8.77046292295915,34.5389139986801,4.14768341533126e-08,4.61291523841758e-06,9.79858158741869
HBEGF,4.87650983396419,9.09232661100525,34.1582294545802,4.43036043337373e-08,4.88657771436412e-06,9.73037954127362
EPN3,3.00916208802415,6.94005539802582,33.8554638352583,4.6713079699949e-08,5.06221913683727e-06,9.67547536397651
SPAG1,3.4572436358252,7.03831161722485,33.8146387935798,4.70495353255461e-08,5.06221913683727e-06,9.66802660278577
KRT34,5.52045110139693,8.08827262951334,33.8106366836918,4.70826702250896e-08,5.06221913683727e-06,9.66729580992966
KDELR3,-3.21183779036191,10.0703444055308,-33.7708861051237,4.74132618091308e-08,5.06221913683727e-06,9.66003159758966
SPARCL1,-6.69543768337427,7.56575096936897,-33.6775324546981,4.82003562776576e-08,5.10541234033031e-06,9.64293100833761
NID1,-4.56952548596775,6.00454064663898,-33.2794113373368,5.17328492211423e-08,5.43642996618397e-06,9.56935576005134
PCDH1,2.7594756091286,7.38985961794137,33.1813107223444,5.26491097356948e-08,5.4894923322858e-06,9.55106338354571
PRSS8,5.00182297869797,7.92893141051306,32.7204179554356,5.72155811295595e-08,5.89155006887125e-06,9.46424571555021
JAM3,-3.03204828925955,6.59768253002189,-32.6656439516897,5.77884150547213e-08,5.89155006887125e-06,9.45383074257032
SNED1,-4.74658002603515,6.60975253859479,-32.6617358712271,5.78295413623658e-08,5.89155006887125e-06,9.45308684510475
C20orf42,3.65234990292135,11.3338993765676,32.6068173426319,5.8411097643476e-08,5.90571597840781e-06,9.44262192170097
TSPAN1,4.68795462021722,10.9457489505043,32.418326412811,6.0459658347857e-08,6.06687669406391e-06,9.40654361658752
TRIM2,2.72882512277859,10.0372835460973,32.297575176779,6.18160638387678e-08,6.15669543277757e-06,9.38329940902605
MGP,-6.78111750279409,8.37888649950606,-32.2340894919318,6.2543426135024e-08,6.18299677924467e-06,9.37103708244887
PRB1 ,3.87058585294331,9.03463208949729,32.157823096759,6.34304590837895e-08,6.22458019803128e-06,9.35626809938331
EPHA1,2.64241062322,6.97447347870938,32.0942223815427,6.41814178517147e-08,6.25230074926266e-06,9.343919943317
TACSTD2,4.08903831812563,12.9636899838328,31.9739905248081,6.56295664789356e-08,6.34704488570924e-06,9.32049716869885
FLRT3,2.33991932664958,9.14597742393284,31.8622798823572,6.70093438723956e-08,6.43386117497116e-06,9.29864057330524
EVI2A,-3.78303182836005,5.93942905019849,-31.6966819882426,6.91174613668405e-08,6.58886885287038e-06,9.26607308222536
KLK11,4.41926598663482,7.39084796999624,31.6558317974527,6.96493320534051e-08,6.59248216726769e-06,9.25800825249185
RAB11FIP1,4.41135136526327,9.82365067940827,31.4414196835926,7.25205297986836e-08,6.8159083851636e-06,9.21547530370145
KRT14,2.29744188414148,13.6669707326639,30.8715943783382,8.08477433245983e-08,7.54541246440621e-06,9.10075633797097
TP73L,2.89205212979374,6.88214723393935,30.7628995071871,8.2560154739969e-08,7.57636081725072e-06,9.07859086537662
SYT1,-3.02026315794946,6.01501854677896,-30.7457447474488,8.28342645255811e-08,7.57636081725072e-06,9.07508421011363
MYO1E ,2.49623518191904,8.81063496094084,30.742738304384,8.28824126568714e-08,7.57636081725072e-06,9.07446941797471
GSTA4,-2.19434751029223,8.55355975126541,-30.6007133217474,8.5194588823344e-08,7.73474137711802e-06,9.04534597937685
TSC22D3,-3.1827813464457,10.7736156012857,-30.5378092169341,8.62426596189542e-08,7.77699010320651e-06,9.0323963414167
CNIH3,-2.54940682522273,5.68130011317076,-30.3168255319129,9.00456804156969e-08,8.00154976353703e-06,8.98665548545506
SRCAP,2.40487999949562,8.47867595450872,30.3022225973275,9.03038058375908e-08,8.00154976353703e-06,8.98361915268141
CST6,6.90485810631889,9.8961440685364,30.2893790131808,9.05315461032588e-08,8.00154976353703e-06,8.98094722318589
BCHE,-3.97776736061406,6.23107168759136,-29.868611796466,9.83767457099278e-08,8.63773715950458e-06,8.89267496028226
PPARD,2.69119151640004,10.0499397152015,29.800567059659,9.97186414925167e-08,8.69833326378514e-06,8.87826408763366
C1QL1,-2.65297761237638,6.31440091931267,-29.6803766871057,1.02141412087409e-07,8.84137540652214e-06,8.85271596063985
ST6GALNAC5,3.65687894638108,6.57350708248797,29.653942372025,1.02683439832979e-07,8.84137540652214e-06,8.84708087763313
LRRC1,2.26776611043132,8.27250666376372,29.5392973687545,1.05073369912953e-07,8.98916150550171e-06,8.82257408723772
PRKCZ,3.21658580334146,6.89610883768052,29.4645187524464,1.06667201481305e-07,9.06739153483759e-06,8.80652978798574
CDKN2C,-2.22812185308601,7.78697074698379,-29.4247247968767,1.0752685848357e-07,9.08261679317551e-06,8.79797247795498
GRB7,2.44583330998323,7.66799014150806,29.3384805007047,1.09417856352954e-07,9.1842183074624e-06,8.77938043411338
ARHGAP8 ,3.92416611697246,7.13728966349034,29.2884299866586,1.10533047400617e-07,9.2196816589547e-06,8.76856183990558
ABCG1,2.88232933520172,6.74941297629303,29.2578029689369,1.11221995136498e-07,9.2196816589547e-06,8.76193116272903
SDC1,2.05570832217832,11.5981141987621,29.2169524952209,1.12148727771836e-07,9.23911679532671e-06,8.75307464427424
ETV1,-3.53567274532752,8.45844356125296,-28.8996322108499,1.19662421040001e-07,9.72865993049676e-06,8.68378845047302
FZD1,-3.53328354321267,7.03146281610838,-28.8414319885949,1.21103421933617e-07,9.72865993049676e-06,8.67098547124695
CALB2,4.89111672514507,7.61807363395543,28.835080114704,1.2126191191971e-07,9.72865993049676e-06,8.66958637715738
SAMD9,3.42180826965038,8.7339576482103,28.8222642858428,1.21582425552643e-07,9.72865993049676e-06,8.66676242212898
BLNK,4.75392444384564,8.02418410078558,28.816144834753,1.21735816603698e-07,9.72865993049676e-06,8.66541349782073
COL3A1,-8.55662891308697,8.95319743621356,-28.7122007153052,1.24376090627713e-07,9.8697246696801e-06,8.64245043485407
DDR1,2.65117860807388,10.407517652751,28.6887859158357,1.24980029160493e-07,9.8697246696801e-06,8.63726451605804
RICS,2.51074522947516,8.54190972240749,28.6154472748348,1.2689390810038e-07,9.96191822063333e-06,8.62098994175742
DUSP6,-2.59186822266382,10.9353434372607,-28.5214415698599,1.29397335924597e-07,1.0099045878653e-05,8.60005900650016
FGFR2,2.77187589329441,6.88268820427622,28.4865227150525,1.30341885497257e-07,1.01136209525953e-05,8.59226395472797
METTL7A,-4.46003118371223,8.54132590796431,-28.3892887984992,1.33014717187153e-07,1.02467565585952e-05,8.57050028156972
ZHX2,3.27293855927095,6.83290238209797,28.3685421335496,1.33593259493149e-07,1.02467565585952e-05,8.56584554559675
FHL1,-3.9983300649154,8.98951086552739,-28.2916882164258,1.35762135503163e-07,1.02990194317041e-05,8.54856853630389
MCTP1,-2.37259140105732,5.57754097551686,-28.2838945257658,1.35984364177202e-07,1.02990194317041e-05,8.5468134911458
MFAP5,3.40251994217514,7.0869737918393,28.2627393645011,1.36589722719288e-07,1.02990194317041e-05,8.54204681414975
SERINC5,2.05033846477674,10.2828240688889,28.0404803457372,1.43143438976678e-07,1.06776325807958e-05,8.49171963716046
HOOK1,2.9251720037064,6.7113233760408,28.038245801307,1.43211166788734e-07,1.06776325807958e-05,8.49121134822716
ATP1B1,2.84852177188391,11.7719308987887,27.9693952946623,1.45316420594079e-07,1.07744052736032e-05,8.47552732548573
MITF,2.0350077110817,6.74278978505573,27.8507825136137,1.49028522579958e-07,1.09794585918748e-05,8.44840403856534
HOP,-2.23408444655119,9.02023284924265,-27.8288377286053,1.49727368778751e-07,1.09794585918748e-05,8.44337148025154
GULP1,3.27512374070664,9.48416505571182,27.7667434068779,1.51725606015751e-07,1.09795100031942e-05,8.42910698519297
CNTNAP2,3.56463985080144,7.24881022528403,27.7536420955661,1.52151178647573e-07,1.09795100031942e-05,8.42609267416923
AP1M2,4.71571010979729,8.10052311872701,27.7522612192546,1.52196114985084e-07,1.09795100031942e-05,8.4257748719104
NUAK1,2.79173271153995,7.68777772309706,27.6778873859054,1.54639407512039e-07,1.10588811131499e-05,8.40863145563779
WFDC2,5.24754373526772,8.17707153194722,27.6471059846269,1.55663986610548e-07,1.10588811131499e-05,8.40152090779768
CALML3,5.25720765733192,8.10344279780309,27.6435687977527,1.55782230576366e-07,1.10588811131499e-05,8.40070323614283
LAD1,3.56207037014772,8.94336087301587,27.5716259585478,1.58210077675883e-07,1.11373843643141e-05,8.38404676681292
C1orf106,4.47940879304405,7.97702258789999,27.5168076381635,1.60089675199288e-07,1.11373843643141e-05,8.37132185691621
ARNTL2,2.61378290698616,9.02426147893884,27.5042944932472,1.60522366006166e-07,1.11373843643141e-05,8.36841316120831
MMP19 ,-2.16450492332714,5.76642373402252,-27.4890652607014,1.61050817482842e-07,1.11373843643141e-05,8.36487108065814
SPRR2B,8.15357459908924,10.8075594466115,27.4887829981199,1.61060631073927e-07,1.11373843643141e-05,8.36480540979139
TMEM51,2.51366234529839,8.08950321845467,27.2104383787982,1.71086681887051e-07,1.17697054456938e-05,8.29967129008163
HDAC9,4.31279246314327,7.81215089740151,27.0839844127507,1.75880925171848e-07,1.20324385999165e-05,8.2698307201425
CMKLR1,-2.74900480802706,5.70152169825133,-27.0625508984042,1.76708973893573e-07,1.20324385999165e-05,8.26475723451723
SEMA3F,2.2797225978299,9.87544832904749,26.9208892314737,1.82297606887364e-07,1.23499688401968e-05,8.2311102280045
ANK3,3.06070564921011,9.97364098221129,26.8766450984202,1.8408511940386e-07,1.24080808260804e-05,8.22056053463693
EHF,4.60164534130293,7.31077883813947,26.7282026792394,1.90233476903928e-07,1.26796972766708e-05,8.18502192380996
LTBP1,-5.03066233688726,8.47370035605072,-26.7183020358656,1.90652002011224e-07,1.26796972766708e-05,8.18264370299724
VTCN1,5.704451187302,7.86913509180357,26.7109138317913,1.90965019677119e-07,1.26796972766708e-05,8.1808683452667
TM4SF1,2.41532534192349,12.3532947920696,26.6388129014973,1.940514082746e-07,1.28208420536278e-05,8.16351368376116
BLMH,-2.11888487765662,7.8733999536414,-26.4671396785291,2.01637251122952e-07,1.32564076526449e-05,8.12197843887919
TSPAN13,2.63949139763135,10.8405857896006,26.4346515053769,2.03111451376487e-07,1.3287869755248e-05,8.11408406244087
DUSP10,2.42652508577847,8.9725630607561,26.3876077371144,2.052684698568e-07,1.33310866241684e-05,8.10263345678315
TRPV4,2.08995128855896,5.94896375455789,26.3714517889196,2.0601539515534e-07,1.33310866241684e-05,8.09869575920708
KIAA1212,-2.03228591800724,6.0748004887206,-26.355227109915,2.06768689585109e-07,1.33310866241684e-05,8.0947385841925
FLJ20273,3.71619327628589,7.71975666313747,26.3269409750819,2.08089679526203e-07,1.33517541488303e-05,8.08783309674573
ELMO3,2.05217728040689,6.08243182355805,26.1891429011648,2.14667442814663e-07,1.368414695923e-05,8.05407306800797
CDSN,3.69225214110442,7.4024190277949,26.1588992698198,2.16143380621892e-07,1.368414695923e-05,8.0466368462599
TCF8,-4.77200700590991,6.79164580688233,-26.1547642003231,2.16346096837819e-07,1.368414695923e-05,8.04561937837038
STX3,1.87693454976276,8.54301454432253,25.9174272522886,2.28361716798277e-07,1.43760163791972e-05,7.98691705669778
EXO1,-1.8873877071173,5.54499174479868,-25.8234235569982,2.3333477723143e-07,1.46201217696276e-05,7.9635000855383
GUCY1B3,3.0822861824617,7.23540542955821,25.7759886867021,2.35892098898241e-07,1.47112894948408e-05,7.9516475766773
IFI6,2.74294586739296,10.7519519629213,25.6222022895599,2.44410696633757e-07,1.51716518942983e-05,7.91305315952114
BIK,2.78298628858882,7.98403222424455,25.5947536008502,2.45968603983162e-07,1.51976712442559e-05,7.90613745582729
CYB5R1,2.16257521697596,10.9517967476392,25.5380550833843,2.49223457388448e-07,1.53278168769872e-05,7.89182606375851
RHOBTB3,-3.02907405133847,5.89383131044804,-25.4074155018068,2.56916061387815e-07,1.56779566416347e-05,7.85871601855902
TMEM40,2.79022869189266,6.10436597372561,25.4015808984527,2.572660351055e-07,1.56779566416347e-05,7.85723284909112
KRT6B,9.17608403051396,11.4712065948811,25.3268870766485,2.61795825337983e-07,1.58303509047943e-05,7.83821199339335
CFH,-3.67191008987635,5.98595126838514,-25.3066898735498,2.63036609270747e-07,1.58303509047943e-05,7.83305805018908
CLDN4,5.92914902581833,8.34748618289642,25.3020084450173,2.63325183640367e-07,1.58303509047943e-05,7.83186278625298
FRY,-3.18085328796622,6.68935813449958,-25.2228203882727,2.68262903825757e-07,1.6054873159007e-05,7.81160718087529
LAMC2,3.50176518163541,10.7260516318454,25.1474067383293,2.73065908547179e-07,1.62491297142796e-05,7.79225132740355
CRYAB,2.95373021538973,11.9284730281393,25.1337895969149,2.73943817302031e-07,1.62491297142796e-05,7.78874945745486
DHRS3,3.79234116511567,7.68896252809902,25.1050979009419,2.75804390563762e-07,1.62871035241769e-05,7.78136403034121
OSR2,3.96344079352488,6.92696240546311,25.0452181292186,2.79735092516532e-07,1.64220192890073e-05,7.76592041457165
FRMD4B,2.34825438562748,8.04584166156648,25.0329265918647,2.80550007335057e-07,1.64220192890073e-05,7.7627452391634
SERPINB13,4.91251685025499,7.44974302563627,25.0027308625809,2.82563729783073e-07,1.64676661034274e-05,7.75493767919459
ST6GALNAC2,2.49750339826766,8.23248034251329,24.8868455257584,2.9045006810408e-07,1.6853680908335e-05,7.72487659284357
AIM1L ,3.05510164114746,6.49245029178767,24.8281253017047,2.94543975251766e-07,1.70172462931172e-05,7.70958518529142
GNG11,-5.0816357001958,8.45195609663253,-24.7937298913832,2.9697322277579e-07,1.70836406515762e-05,7.70060965542942
